109473;4,109506;4,109508;4,109509;4,109510;4,109505;4,109512;4,109513;0,109514;4,109515;4,109484;4,109453;4,109492;4,109494;4,109495;4,109511;4,109498;4,109501;4,109502;4,109503;4,
109473;10,109506;10,109508;10,109509;10,109510;10,109505;10,109512;10,109513;0,109514;10,109515;10,109484;10,109453;10,109492;10,109494;10,109495;10,109511;10,109498;10,109501;10,109502;10,109503;10,
109473;13,109506;13,109508;13,109509;13,109510;13,109505;13,109512;13,109513;0,109514;13,109515;13,109484;13,109453;13,109492;13,109494;13,109495;13,109511;13,109498;13,109501;13,109502;13,109503;13,
109473;16,109506;16,109508;16,109509;16,109510;16,109505;16,109512;16,109513;0,109514;16,109515;16,109484;16,109453;16,109492;16,109494;16,109495;16,109511;16,109498;16,109501;16,109502;16,109503;16,
109473;18,109506;18,109508;18,109509;18,109510;18,109505;18,109512;18,109513;0,109514;18,109515;18,109484;18,109453;18,109492;18,109494;18,109495;18,109511;18,109498;18,109501;18,109502;18,109503;18,
109473;21,109506;21,109508;21,109509;21,109510;21,109505;21,109512;21,109513;0,109514;21,109515;21,109484;21,109453;21,109492;21,109494;21,109495;21,109511;21,109498;21,109501;21,109502;21,109503;21,
109473;25,109506;25,109508;25,109509;25,109510;25,109505;25,109512;25,109513;0,109514;25,109515;25,109484;25,109453;25,109492;25,109494;25,109495;25,109511;25,109498;25,109501;25,109502;25,109503;25,
109473;31,109506;31,109508;31,109509;31,109510;31,109505;31,109512;31,109513;0,109514;31,109515;31,109484;31,109453;31,109492;31,109494;31,109495;31,109511;31,109498;31,109501;31,109502;31,109503;31,
109473;36,109506;36,109508;36,109509;36,109510;36,109505;36,109512;36,109513;0,109514;36,109515;36,109484;36,109453;36,109492;36,109494;36,109495;36,109511;36,109498;36,109501;36,109502;36,109503;36,
109473;38,109506;38,109508;38,109509;38,109510;38,109505;38,109512;38,109513;1,109514;38,109515;38,109484;38,109453;38,109492;38,109494;38,109495;38,109511;38,109498;38,109501;37,109502;38,109503;38,
109473;40,109506;40,109508;40,109509;40,109510;40,109505;40,109512;40,109513;1,109514;40,109515;40,109484;40,109453;40,109492;40,109494;40,109495;40,109511;40,109498;40,109501;39,109502;40,109503;40,
109473;44,109506;44,109508;44,109509;44,109510;44,109505;44,109512;44,109513;1,109514;44,109515;44,109484;44,109453;44,109492;44,109494;44,109495;44,109511;44,109498;44,109501;43,109502;44,109503;44,
109473;49,109506;49,109508;49,109509;49,109510;49,109505;49,109512;49,109513;1,109514;49,109515;49,109484;49,109453;49,109492;49,109494;49,109495;49,109511;49,109498;49,109501;48,109502;49,109503;49,
109473;54,109506;54,109508;54,109509;54,109510;54,109505;54,109512;54,109513;2,109514;54,109515;54,109484;54,109453;54,109492;54,109494;54,109495;54,109511;54,109498;54,109501;52,109502;54,109503;54,
109473;55,109506;55,109508;55,109509;55,109510;55,109505;55,109512;55,109513;2,109514;55,109515;55,109484;55,109453;55,109519;1,109492;55,109494;55,109495;55,109511;55,109498;55,109501;53,109502;55,109503;55,
109473;58,109506;58,109508;58,109509;58,109510;58,109505;58,109512;58,109513;2,109514;58,109515;58,109484;58,109453;58,109519;4,109492;58,109494;58,109495;58,109511;58,109498;58,109501;56,109502;58,109503;58,
109473;59,109506;59,109508;59,109509;59,109510;59,109505;59,109512;59,109513;2,109514;59,109515;59,109484;59,109453;59,109519;5,109492;59,109494;59,109495;59,109511;59,109498;59,109501;57,109502;59,109503;59,
109473;60,109506;60,109508;60,109509;60,109510;60,109505;60,109512;60,109513;2,109514;60,109515;60,109484;60,109453;60,109519;6,109492;60,109494;60,109495;60,109511;60,109498;60,109501;58,109502;60,109503;60,
109473;61,109506;61,109508;61,109509;61,109510;61,109505;60,109512;61,109513;2,109514;61,109515;61,109484;61,109453;61,109519;7,109492;61,109494;61,109495;61,109511;61,109498;61,109501;59,109502;61,109503;61,
109473;65,109506;65,109508;65,109509;65,109510;65,109505;60,109512;65,109513;2,109514;65,109515;65,109484;65,109453;65,109519;11,109492;65,109494;65,109495;65,109511;65,109498;65,109501;63,109502;65,109503;65,
109473;69,109506;69,109508;69,109509;69,109510;69,109505;60,109512;69,109513;2,109514;69,109515;69,109484;69,109453;69,109519;15,109492;69,109494;69,109495;69,109511;69,109498;69,109501;67,109502;69,109503;69,
109473;70,109506;70,109508;70,109509;70,109510;70,109505;60,109512;70,109513;2,109514;70,109515;70,109484;70,109453;70,109519;16,109492;70,109494;70,109495;70,109511;70,109498;70,109501;68,109502;70,109503;70,
109473;72,109506;72,109508;72,109509;72,109510;72,109505;60,109512;72,109513;2,109514;72,109515;72,109484;72,109453;72,109519;18,109492;72,109494;72,109495;72,109511;72,109498;72,109501;70,109502;72,109503;72,
109473;74,109506;74,109508;74,109509;74,109510;74,109505;60,109512;74,109513;2,109514;74,109515;74,109484;74,109453;74,109519;20,109492;74,109494;74,109495;74,109511;74,109498;74,109501;72,109502;74,109503;74,
109473;76,109506;76,109508;76,109509;76,109510;76,109505;60,109512;76,109513;2,109514;76,109515;76,109484;76,109453;76,109519;22,109492;76,109494;76,109495;76,109511;76,109498;76,109501;74,109502;76,109503;76,
109473;78,109506;78,109508;78,109509;78,109510;78,109505;60,109512;78,109513;2,109514;78,109515;78,109484;78,109453;78,109519;24,109492;78,109494;78,109495;78,109511;78,109498;78,109501;76,109502;78,109503;78,
109473;79,109506;79,109508;79,109509;79,109510;79,109505;60,109512;79,109513;3,109514;79,109515;79,109484;79,109453;79,109519;25,109492;79,109494;79,109495;79,109511;79,109498;79,109501;76,109502;79,109503;79,
109473;81,109506;81,109508;81,109509;81,109510;81,109505;60,109512;81,109513;3,109514;81,109515;81,109484;81,109453;81,109519;27,109492;81,109494;81,109495;81,109511;81,109498;81,109501;78,109502;81,109503;81,
109473;84,109506;84,109508;84,109509;84,109510;84,109505;60,109512;84,109513;3,109514;84,109515;84,109484;84,109453;84,109519;30,109492;84,109494;84,109495;84,109511;84,109498;84,109501;81,109502;84,109503;84,
109473;88,109506;88,109508;88,109509;88,109510;88,109505;60,109512;88,109513;3,109514;88,109515;88,109484;88,109453;88,109519;34,109492;88,109494;88,109495;88,109511;88,109498;88,109501;85,109502;88,109503;88,
109473;91,109506;91,109508;91,109509;91,109510;91,109505;60,109512;91,109513;3,109514;91,109515;91,109484;91,109453;91,109519;37,109492;91,109494;91,109495;91,109511;91,109498;91,109501;88,109502;91,109503;91,
109473;95,109506;95,109508;95,109509;95,109510;95,109505;60,109512;95,109513;4,109514;95,109515;95,109484;94,109453;95,109519;41,109492;95,109494;95,109495;95,109511;95,109498;95,109501;92,109502;95,109503;95,
109473;96,109506;96,109508;96,109509;96,109510;96,109505;60,109512;96,109513;5,109514;96,109515;96,109484;94,109453;96,109519;42,109492;96,109494;96,109495;96,109511;96,109498;96,109501;93,109502;96,109503;96,
